ticket_id,days_to_departure,price,is_weekend,flight_duration_min
346,48,222.53229021146487,1,91
347,16,208.62897545082274,1,211
348,3,492.802961174852,0,319
349,20,295.508534375891,1,275
350,24,229.55357565602114,0,338
351,54,281.5779248484125,1,344
352,56,212.33765193789665,1,157
353,33,268.3995395203234,0,89
354,24,158.85362095849513,1,149
355,52,236.53946785262252,1,207
356,11,269.75925995298655,1,203
357,49,227.7761212977498,0,126
358,8,316.6452313939024,1,117
359,36,233.31201813587623,1,340
360,38,256.4260621091533,0,338
361,40,196.13156232214007,0,295
362,20,276.07301059582977,1,187
363,35,289.4040219336731,1,268
364,48,150.0,1,245
365,25,199.43453355007216,0,228
366,35,190.85100650271846,1,231
367,25,183.8592484889905,0,319
368,29,209.5984448514804,0,264
369,18,304.28750471736043,1,194
370,46,293.65594197030225,1,105
371,18,257.94032743469353,0,68
372,2,517.1215327909232,1,220
373,54,258.3280166358512,1,348
374,35,150.0,0,165
375,16,206.06460580660678,1,349
376,41,150.0,0,147
377,36,173.74204115925494,1,251
378,33,191.06088836078234,0,212
379,4,473.8840938968839,0,196
380,33,150.0,1,332
381,14,245.83153665494999,0,208
382,21,276.4328690634508,0,247
383,48,240.94469642876078,1,200
384,20,320.7059542957923,1,190
385,56,225.59643357895223,1,63
386,8,329.82502013516836,0,322
387,7,233.07465840987248,0,85
388,3,400.58655709115953,0,83
389,17,166.42031838315438,1,325
390,33,258.0421701015873,0,288
391,48,237.8426858531684,0,328
392,12,292.5999752872527,1,184
393,59,172.59498624376295,0,231
394,51,170.58328026493595,1,293
395,22,253.9506074843861,1,354
396,55,184.38784021858612,1,334
397,22,192.45803267795338,0,135
398,46,195.85712718177746,0,273
399,30,199.22096271436362,0,217
400,38,182.30487690960297,1,263
401,38,164.35263480314552,1,208
402,45,244.17361885172795,1,134
403,51,297.0332412046221,0,288
404,54,216.2316081508855,0,121
405,8,322.2328179596075,0,117
406,27,262.5331783443709,0,333
407,27,254.0425735739418,0,167
408,34,186.22581215557963,1,246
409,21,331.4468560096747,0,288
410,30,194.39253883223097,1,107
411,33,261.8161829389028,1,327
412,28,260.9923239878352,0,274
413,47,150.0,1,349
414,33,211.46944386023637,0,313
415,5,369.4980892572751,0,146
416,48,227.06572383652042,1,240
417,19,265.07102577583834,0,84
418,4,437.8831436469988,0,281
419,35,227.40200956423888,1,108
420,49,237.7308784008972,1,234
421,17,253.30782621693638,1,333
422,44,171.35553938448356,1,94
423,28,236.10283068917335,1,276
424,30,269.7125567287825,1,268
425,29,288.7727524571016,0,219
426,46,248.14237862189105,0,66
427,53,285.2360348159835,0,328
428,6,363.8003802275919,1,185
429,35,270.97176886121963,0,149
430,41,270.6790812735131,1,101
431,37,215.14826242949744,0,218
432,24,276.3001716283834,1,261
433,29,186.30108845128763,0,341
434,49,237.4906171274432,1,347
435,46,250.1278870781035,1,150
436,53,271.073274553485,1,184
437,31,272.2879651990653,1,185
438,35,280.98348694451346,0,111
439,33,224.4427481995612,0,162
440,52,201.59826679479954,1,246
441,21,231.70960756026463,1,264
442,32,243.61721682546184,1,73
443,23,151.22931588455404,0,163
444,33,295.99961322561,1,176
445,3,452.19366799144876,1,152
446,18,231.88149983061246,0,203
447,25,150.0,1,169
448,42,221.41513864457423,1,222
449,31,221.32617424621222,0,112
450,54,173.32949664955544,1,62
451,58,183.29681028602226,1,127
452,3,448.6681677777418,0,305
453,40,194.97842092305487,1,197
454,46,249.87049905359865,0,346
455,24,202.56082056779917,1,125
456,50,227.3382646132938,1,214
457,32,289.3052987435888,1,146
458,47,219.00354020520578,1,92
459,22,261.27711706755247,1,127
460,23,256.2992360366966,0,246
461,2,533.7331783141965,1,251
462,27,232.36392861711022,1,272
463,42,194.68710288099277,0,147
464,2,540.8839478612242,0,167
465,26,222.87366159506368,1,299
466,17,332.8600639672909,0,275
467,40,264.9474068579346,1,236
468,33,156.77196991146505,0,112
469,9,230.14210008909612,0,108
470,43,216.20427927530446,1,173
471,54,198.41654430983087,0,154
472,48,211.24846735420985,1,84
473,39,257.55807303261565,0,191
474,29,249.1201282772012,0,238
475,42,238.53727547639608,0,204
476,55,290.16687613191255,1,257
477,26,167.5924593283831,1,143
478,35,232.97471948522272,0,216
479,50,190.6552157398922,1,144
480,25,310.23332775350605,1,312
481,24,150.0,1,131
482,13,163.15449214292136,0,282
483,58,232.18096735977542,1,335
484,7,381.31482796620736,0,342
485,57,255.90409537619735,0,323
486,36,186.9779873611416,0,305
487,45,297.06021653486164,0,120
488,20,186.0456101893372,0,318
489,1,765.3742094771673,1,66
490,8,256.1496985932039,1,247
491,46,203.68538712781978,0,63
492,16,290.78700630461054,1,290
493,14,193.35627512185843,1,192
494,12,350.37424680011526,1,184
495,51,201.3335776607035,1,74
496,23,248.53047345058113,1,72
497,15,320.6100394520376,1,177
498,28,194.82649136233215,1,299
499,34,281.61211288419804,0,322
500,2,615.3600118779517,0,65
501,32,197.52408043655134,0,290
502,23,310.13605029648136,1,89
503,22,155.44933115748506,1,81
504,51,238.71078897049756,0,215
505,25,177.031612676348,1,177
506,58,264.07757996918235,1,252
507,22,286.5010632906754,0,254
508,58,320.81815232193503,0,227
509,58,288.01330168999783,0,298
510,22,235.18970098949248,1,303
511,49,165.91262563505796,1,128
512,52,247.15227851177139,1,154
513,42,220.21924343421372,0,136
514,6,420.4148950869281,0,230
515,15,154.18095782921108,1,60
516,54,327.58465614624953,0,121
517,43,249.3268031078629,0,266
518,37,185.6651833876656,1,213
519,33,266.1112260768107,0,333
520,8,375.9821821755963,0,107
521,53,224.23586308370298,0,196
522,44,150.0,1,60
523,44,207.52987040486693,1,294
524,5,418.6364193187735,0,315
525,39,249.83323671136873,1,166
526,4,392.1746484582314,1,232
527,6,408.2729344017147,1,189
528,45,258.70442247639744,0,353
529,32,271.1199880999475,1,99
530,52,198.33618992926182,0,75
531,30,206.8888804288241,0,186
532,47,150.0,1,262
533,35,214.80818998091496,0,193
534,55,264.62674554704927,1,318
535,40,214.18557905165966,1,73
536,52,241.14486685475217,0,125
537,16,314.3834972444287,0,254
538,13,290.07022101850305,1,173
539,50,243.13358122529502,1,218
540,42,155.36469085161065,1,220
541,30,216.12982531103017,1,313
542,19,336.3313253248298,0,74
543,17,260.7454146103602,0,96
544,56,312.38076874895154,0,214
545,19,213.84421846805265,1,86
546,28,246.18013122741664,0,71
547,58,197.81523066477945,0,126
548,55,247.4563771133705,0,89
549,26,281.7874704400431,0,155
550,37,256.43909425872926,1,274
551,26,289.1296442244385,0,253
552,53,217.8598690924022,0,194
553,23,232.14024828348278,0,349
554,9,212.0903496362014,0,91
555,12,308.84562368130514,1,98
556,53,227.1277231305264,1,265
557,1,696.6042631218734,0,102
558,58,207.40828226965561,1,318
559,58,215.10517447518336,1,308
560,1,688.1881934251041,1,133
561,47,194.4316414051681,1,355
562,34,240.55087260763702,0,333
563,32,254.51098624967796,1,249
564,54,179.65342246250916,1,197
565,48,200.37138480593657,0,341
566,25,228.23045089829503,0,225
567,40,224.63090927127826,0,337
568,45,215.32985695549428,0,85
569,53,251.50457850133824,1,132
570,1,617.3816492148095,0,174
571,16,185.07166949475885,1,110
572,39,234.6784699626789,1,230
573,5,336.53237427527716,0,327
574,22,287.69037615825573,0,62
575,29,291.8233809627609,1,269
576,55,229.54450167828838,1,174
577,3,396.40125418629106,0,226
578,12,329.6527527344299,0,324
579,26,246.9821701445534,0,286
580,16,184.47673078540882,1,210
581,51,150.0,1,327
582,37,302.1631289591165,0,175
583,22,311.0350565326267,1,147
584,57,150.0,0,301
585,29,165.4437885704395,1,99
586,14,323.70944144774944,1,241
587,28,233.55812920103725,0,268
588,5,401.7591309412713,0,332
589,47,217.7356960284285,0,178
590,49,252.7246245035602,1,83
591,30,232.5497418494007,1,317
592,46,199.39618290683254,0,151
593,52,271.8051160240424,1,220
594,5,376.7693974679489,0,208
595,12,309.54251273525523,1,176
596,16,266.69592565980304,0,112
597,26,212.71919235954638,1,104
598,26,317.4565026048966,1,324
599,48,238.1565760031894,1,321
600,21,227.70211323593787,1,293
601,39,288.9164735159358,0,94
602,36,160.9858383330792,1,256
603,33,341.22594724568165,0,84
604,30,223.3005766329576,0,261
605,37,162.9150791045154,0,332
606,23,336.9637340895449,0,95
607,58,193.7907718887333,1,282
608,10,303.07131940187224,0,336
609,54,254.06635525379136,1,77
610,5,425.8752930496739,1,247
611,36,242.01575521310525,1,316
612,34,196.2056581549267,1,201
613,52,229.81755069500153,0,195
614,31,210.28422273341394,1,138
615,10,303.35967472731704,0,351
616,58,298.35662983021575,1,121
617,19,287.7962595821897,1,188
618,58,227.2814744472898,0,357
619,32,267.22757193334735,1,316
620,1,740.5040325954593,1,271
621,56,163.65015450068654,1,113
622,5,368.7528022274515,1,234
623,45,349.8655134014084,1,159
624,4,460.6410492515933,0,98
625,16,233.6517514537047,1,322
626,24,209.83960519411892,1,209
627,16,226.9972432529846,0,180
628,55,261.17314037024573,1,237
629,2,613.7153793891441,0,179
630,49,249.1083522240029,1,131
631,28,242.34087611413054,1,278
632,32,208.09526242139174,0,182
633,27,252.18294299346206,1,303
634,20,206.61296161423715,1,134
635,24,150.0,0,65
636,12,358.7643614286993,0,80
637,50,169.31720961914945,1,249
638,35,211.5361590943118,0,284
639,33,262.2296372373469,1,162
640,33,301.135108173185,0,158
641,51,232.0873018517003,1,142
642,43,163.04172334423131,0,240
643,37,211.24846698910667,0,211
644,12,242.99880667182293,0,115
645,3,448.089448626434,0,249
646,1,761.5992235634818,0,81
647,33,150.0,0,127
648,40,203.82075240106448,0,244
649,10,266.70660908973997,0,69
650,43,159.88920548249075,0,125
651,44,251.49675940970303,1,323
652,29,162.58453973953095,0,284
653,13,206.4338574637552,1,182
654,12,319.4765376241076,0,97
655,31,306.27856844813346,1,182
656,46,217.4717573140829,1,215
657,2,472.46352738387,0,126
658,51,183.95306464185674,0,192
659,50,270.0079404995072,1,199
660,35,233.59968981094747,1,141
661,23,236.61472782257053,0,117
662,17,271.20804105121283,0,208
663,26,235.154039860765,0,190
664,8,388.39672599407197,1,128
665,29,195.8761700986533,0,309
666,26,193.83908119527638,0,236
667,10,221.73641500565807,0,131
668,26,210.03765525075252,0,76
669,34,173.97265483812086,0,219
670,51,230.13454466340542,1,129
671,41,224.85689208578097,1,172
672,7,271.04622499660115,0,291
673,4,429.4569679513986,0,80
674,58,292.78979589886654,1,194
675,53,236.41043595206972,0,322
676,50,150.0,1,170
677,45,321.09567896828787,0,305
678,11,320.6795067868863,1,342
679,29,331.1542459927559,1,67
680,56,272.0800389566145,0,343
681,36,291.552797970555,1,266
682,25,248.72488314159267,0,253
683,21,232.33974484505381,1,106
684,57,235.91543869695286,0,301
685,36,191.58777301470008,0,69
686,10,312.6031334541025,0,348
687,37,150.0,1,190
688,9,302.14661226072064,0,329
689,24,307.23380600510666,0,120
690,35,232.49320672422607,0,223
691,49,306.3741369015494,1,72
692,35,214.5905083853475,0,331
693,48,270.5407089146975,1,267
694,36,183.11352334335874,1,305
695,18,300.72940992513736,1,192
696,49,231.62974541139081,0,303
697,39,214.01247520786356,0,353
698,32,150.0,1,97
699,24,227.2811612097225,0,115
700,23,252.33931763065718,0,107
701,32,271.7385020640262,1,164
702,37,304.3632794286376,1,118
703,12,378.6747119913724,0,136
704,49,282.3133671561492,1,277
705,55,189.75262659193314,0,114
706,13,256.1883669526845,1,114
707,23,278.6124402188508,0,188
708,25,264.44226145392855,0,144
709,35,309.19507574734587,1,273
710,41,347.77899474501936,0,174
711,30,345.61707427104017,0,352
712,17,330.2524655454728,1,108
713,49,246.39513244714487,0,126
714,20,315.08530076633986,0,334
715,48,303.4802139517259,0,188
716,25,231.09651859878753,1,88
717,22,216.84521224412725,1,92
718,13,233.0575214249877,1,178
719,59,172.8474299944015,1,239
720,19,180.90023387034046,1,210
721,49,232.49508545588637,0,192
722,36,177.03938697262043,0,244
723,12,237.74696771630778,0,193
724,41,258.87230176836016,1,236
725,19,259.0804533126755,0,81
726,12,298.4043239547606,1,300
727,9,368.2574380946041,0,136
728,7,368.22649542703977,1,263
729,28,310.4270876933228,0,63
730,14,270.6654914055702,0,224
731,31,311.8395295656198,1,187
732,52,236.85476274617488,0,104
733,19,258.4353130547602,0,277
734,58,290.02546285619803,1,294
735,47,177.2256493736686,0,195
736,16,360.00355778888843,0,227
737,53,204.41351751665422,1,296
738,5,305.76126808920054,1,152
739,35,260.4528753805709,1,64
740,12,258.05700141716386,1,215
741,25,339.751893057101,1,304
742,52,197.22288358904453,0,140
743,59,232.38911253426477,1,306
744,21,174.1748796806403,1,196
745,36,267.6727392719006,0,122
746,53,179.6490147255733,0,175
747,23,276.3329011832967,0,172
748,16,237.4062674264716,0,90
749,57,150.0,0,66
750,39,231.55950451719417,1,62
751,45,226.0605562887044,0,302
752,53,262.5720971996492,1,115
753,42,301.05584254544857,0,132
754,58,312.5696230382128,1,69
755,39,268.2077106735443,0,120
756,14,280.5976262699626,1,109
757,31,159.88332052422675,1,181
758,58,227.05019939187324,1,234
759,5,377.4136751636133,1,60
760,35,217.84576479497636,1,97
761,23,273.3150491967071,1,249
762,29,289.42861888244005,1,138
763,43,181.80707620083854,1,249
764,11,241.63411562335995,1,243
765,18,245.66697835853697,1,126
766,47,190.0718737979372,0,76
767,12,194.86041680508376,1,355
768,9,250.17036318385243,1,268
769,10,229.29303355721885,0,100
770,58,277.37167794328053,1,174
771,44,307.3635725226861,1,159
772,17,200.7838826908262,0,198
773,38,252.9447012978812,0,353
774,7,368.67582122348756,1,76
775,46,150.0,0,351
776,13,279.47751878752143,1,133
777,40,351.06605216976527,1,322
778,42,257.1131572713699,1,75
779,9,287.73497293337346,0,73
780,50,191.59851687634446,1,340
781,27,150.0,1,63
782,58,240.47283534820946,0,186
783,2,630.724172696049,1,65
784,5,325.9894789467706,1,188
785,29,150.0,1,291
786,37,193.104580406023,1,254
787,38,269.72101293993603,1,124
788,19,228.57499975889573,1,162
789,8,270.0877064654567,0,336
790,48,221.36590901819906,1,217
791,45,233.22416779317538,1,283
792,1,630.5804929614153,0,348
793,22,232.61407602272405,1,337
794,52,194.004543832185,1,241
795,17,223.5103380931514,0,63
796,7,274.1481665304276,0,274
797,25,285.52443120127833,0,276
798,45,189.5197839948812,0,268
799,4,300.25273570933575,0,133
800,36,240.2419181257987,0,286
801,6,379.1171164908021,0,152
802,31,191.44919673920612,1,124
803,19,222.0168655108017,1,69
804,44,189.7695362008036,1,337
805,54,200.84915011031268,0,145
806,39,280.3425091094911,1,85
807,27,230.0113270956679,0,277
808,10,332.88876819245115,1,154
809,26,188.5954554596994,1,303
810,19,230.8154790209508,1,166
811,39,272.7006907923653,1,307
812,3,409.719730078687,0,73
813,45,272.3459534802092,0,220
814,13,240.00936687881455,1,130
815,50,203.52471738433394,0,211
816,28,317.9908879881359,0,134
817,58,195.1582036840613,1,274
818,20,254.88633775657937,0,110
819,28,265.3045797467765,0,202
820,8,322.4365435947116,0,95
821,41,236.5621912540026,0,226
822,39,222.17301280091328,1,295
823,1,634.8880395491839,1,319
824,3,467.4144665049879,0,251
825,13,234.80514857798875,1,261
826,28,273.2711194908485,1,321
827,57,285.8444505078291,1,244
828,49,150.0,0,217
829,25,307.15192983289364,0,305
830,56,196.99097005577062,1,169
831,33,222.86430359665871,1,158
832,38,180.02165301540614,0,300
833,53,227.94190497183237,1,261
834,6,346.19788701601317,0,181
835,58,270.7952938070154,1,176
836,44,185.15255839070937,0,155
837,45,304.77925053167803,0,293
838,32,263.5387346184748,0,126
839,45,226.28757927355306,0,277
840,47,211.7941151385588,1,74
841,21,230.12607309785292,0,332
842,16,246.75634069143945,1,278
843,54,226.60191602859186,0,333
844,21,235.00454741985882,0,206
845,11,251.30686050795896,1,211
846,37,235.03875421551933,1,74
847,36,185.21262109075766,1,143
848,35,243.90112282786512,0,251
849,19,238.84664822596292,0,100
850,20,282.4555930806398,1,320
851,57,266.6950898451187,0,195
852,18,302.06560696460537,1,337
853,47,236.73858613596465,0,165
854,41,245.55108484786604,0,66
855,49,203.86244869407824,0,89
856,14,300.5486510908341,1,185
857,15,302.02506803308614,0,138
858,31,152.8835423237736,1,126
859,1,718.9173597803632,1,82
860,53,286.9250089039619,0,248
861,54,200.36730345157898,1,133
862,54,189.4544693751242,1,64
863,3,429.00682694568405,0,141
864,16,183.57972977030835,1,84
865,23,247.9658643891122,1,323
866,57,218.7396513152074,0,61
867,11,293.18467497719837,0,337
868,12,297.721907983967,0,283
869,10,251.00942080001704,1,131
870,32,243.9629902541325,1,127
871,16,280.9834624075512,0,153
872,8,286.6915245702595,1,78
873,38,246.64692555362427,0,187
874,12,280.95840824241395,0,141
875,24,208.44051152783098,0,313
876,28,248.6221934448735,1,280
877,53,203.98298135085756,1,156
878,8,345.96437481183045,0,111
879,58,204.99083353892098,0,234
880,28,169.99447953243666,1,241
881,36,240.3763763034096,0,174
